index	WEO_Subject_Code	ISO	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates_Start_After
0	NGDP_R	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	182.842	198.736	200.069	223.737	235.731	267.177	277.498	334.621	362.857	386.368	440.336	457.654	463.52	467.035	476.376	490.667	507.84	528.154	551.921	579.517	611.39	2014
1	NGDP_RPCH	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8.692	0.671	11.83	5.361	13.34	3.863	20.585	8.438	6.479	13.968	3.933	1.282	0.758	2	3	3.5	4	4.5	5	5.5	2014
2	NGDP	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	178.756	220.013	246.21	304.926	345.817	427.495	517.509	607.227	711.759	836.222	1,033.59	1,116.83	1,167.91	1,203.67	1,281.66	1,399.43	1,535.31	1,692.57	1,874.47	2,085.38	2,330.54	2014
3	NGDPD	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.367	4.514	5.146	6.167	6.925	8.556	10.297	12.066	15.325	17.89	20.296	20.17	20.352	19.687	18.886	20.57	21.706	23.233	24.93	26.857	29.113	2014
4	NGDP_D	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	97.765	110.706	123.063	136.288	146.7	160.005	186.491	181.467	196.154	216.432	234.728	244.033	251.964	257.726	269.044	285.209	302.321	320.469	339.627	359.848	381.188	2014
5	NGDPRPC	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8,235.10	8,597.26	8,329.72	8,999.55	9,197.00	10,139.83	10,265.45	12,076.60	12,777.66	13,274.74	14,764.22	14,980.49	14,819.12	14,591.65	14,262.74	13,333.34	13,775.05	14,300.19	14,916.78	15,447.93	16,077.20	2013
6	NGDPPC	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8,051.07	9,517.72	10,250.79	12,265.32	13,491.99	16,224.19	19,144.18	21,915.08	25,063.88	28,730.76	34,655.74	36,557.35	37,338.91	37,606.49	38,373.03	38,027.88	41,644.85	45,827.64	50,661.36	55,589.01	61,284.31	2013
7	NGDPDPC	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	196.683	195.27	214.23	248.049	270.189	324.705	380.91	435.472	539.667	614.661	680.5	660.221	650.663	615.091	565.438	558.968	588.776	629.054	673.78	715.908	765.565	2013
8	NGAP_NPGDP	AFG																																												
9	PPPGDP	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18.768	20.806	21.522	24.842	26.978	31.39	33.242	40.39	44.333	48.18	55.921	59.059	60.887	62.009	64.081	67.462	71.386	75.87	80.883	86.647	93.315	2014
10	PPPPC	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	845.295	900.066	896.036	999.238	1,052.54	1,191.32	1,229.74	1,457.69	1,561.15	1,655.36	1,875.02	1,933.21	1,946.62	1,937.36	1,918.60	1,833.20	1,936.32	2,054.23	2,186.02	2,309.72	2,453.82	2013
11	PPPSH	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.034	0.036	0.034	0.037	0.037	0.039	0.04	0.048	0.05	0.051	0.056	0.056	0.055	0.054	0.053	0.053	0.053	0.053	0.054	0.055	0.055	2011
12	PPPEX	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9.525	10.574	11.44	12.275	12.819	13.619	15.568	15.034	16.055	17.356	18.483	18.91	19.181	19.411	20.001	20.744	21.507	22.309	23.175	24.067	24.975	2014
13	NID_NGDP	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	27.243	30.36	35.354	37.051	29.492	55.856	30.226	36.67	30.402	26.582	25.337	23.093	17.618	18.602	18.721	18.508	18.056	18.346	18.635	18.556	18.235	2014
14	NGSD_NGDP	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	55.078	50.534	61.023	54.617	31.539	92.62	32.939	49.739	37.133	31.758	30.659	31.64	19.865	21.466	25.801	23.04	20.322	20.174	19.701	18.791	16.986	2014
15	PCPI	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	31.263	42.413	49.351	54.566	58.269	63.327	80.057	74.604	76.229	85.227	90.717	97.417	101.97	100.391	104.792	111.079	117.744	124.809	132.297	140.235	148.649	2015
16	PCPIPCH	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	35.663	16.358	10.569	6.785	8.681	26.419	-6.811	2.179	11.804	6.441	7.386	4.674	-1.549	4.384	6	6	6	6	6	6	2015
17	PCPIE	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	42.89	45.691	51.752	57.219	59.671	69.273	82.306	74.211	81.814	89.433	94.687	101.543	103.053	104.218	109	116.848	123.859	131.29	139.168	147.518	156.369	2015
18	PCPIEPCH	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6.53	13.266	10.562	4.285	16.092	18.814	-9.836	10.246	9.312	5.875	7.241	1.487	1.131	4.588	7.2	6	6	6	6	6	2015
19	FLIBOR6	AFG																																												
20	TM_RPCH	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	41.626	10.17	44.312	16.116	22.037	5.611	24.733	24.381	5.745	2.611	-9.117	-3.91	-7.294	-9.692	3.7	2.629	3.559	3.586	4.065	6.226	2014
21	TMG_RPCH	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	40.172	8.022	41.677	14.342	19.272	7.55	26.302	22.304	6.18	-3.114	-7.743	-1.44	-6.898	-7.492	2.644	1.433	2.773	2.762	3.199	5.303	2014
22	TX_RPCH	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	60.098	0.341	39.571	9.866	23.334	-12.799	48.373	46.394	-5.076	-3.512	8.885	-18.795	-49.11	-19.448	7.495	10.938	13.252	15.37	13.154	13.465	2014
23	TXG_RPCH	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	117.041	-21.613	19.425	-10.037	37.983	19.587	1.579	15.068	-17.865	23.425	14.001	9.936	-14.684	14.704	11.097	16.604	17.026	16.999	17.227	17.475	2014
24	LUR	AFG																																												
25	LE	AFG																																												
26	LP	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	22.203	23.116	24.019	24.861	25.631	26.349	27.032	27.708	28.398	29.105	29.825	30.55	31.279	32.007	33.4	36.8	36.867	36.933	37	37.514	38.028	2013
27	GGR	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12.235	21.618	31.209	44.926	65.518	81.163	88.162	117.745	154.612	177.821	260.571	271.903	280.187	301.356	344.327	368.993	415.367	469.79	525.2	604.822	665.156	2014
28	GGR_NGDP	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6.845	9.826	12.676	14.733	18.946	18.986	17.036	19.391	21.722	21.265	25.21	24.346	23.991	25.036	26.866	26.367	27.054	27.756	28.019	29.003	28.541	2014
29	GGX	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12.411	26.242	37.101	47.868	63.294	91.817	108.251	128.548	148.052	183.439	258.689	278.95	300.521	318.255	342.505	361.244	411.756	467.62	531.728	616.536	692.954	2014
30	GGX_NGDP	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6.943	11.927	15.069	15.698	18.303	21.478	20.918	21.17	20.801	21.937	25.028	24.977	25.732	26.44	26.724	25.814	26.819	27.628	28.367	29.565	29.734	2014
31	GGXCNL	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.176	-4.624	-5.891	-2.941	2.225	-10.654	-20.09	-10.803	6.56	-5.618	1.882	-7.047	-20.334	-16.898	1.822	7.749	3.61	2.17	-6.528	-11.714	-27.798	2014
32	GGXCNL_NGDP	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.098	-2.102	-2.393	-0.965	0.643	-2.492	-3.882	-1.779	0.922	-0.672	0.182	-0.631	-1.741	-1.404	0.142	0.554	0.235	0.128	-0.348	-0.562	-1.193	2014
33	GGSB	AFG																																												
34	GGSB_NPGDP	AFG																																												
35	GGXONLB	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-5.891	-2.797	2.364	-10.524	-19.994	-10.691	6.643	-4.794	2.66	-6.075	-19.935	-16.27	2.616	8.059	3.943	2.532	-6.125	-11.202	-26.549	2014
36	GGXONLB_NGDP	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-2.393	-0.917	0.684	-2.462	-3.864	-1.761	0.933	-0.573	0.257	-0.544	-1.707	-1.352	0.204	0.576	0.257	0.15	-0.327	-0.537	-1.139	2014
37	GGXWDN	AFG																																												
38	GGXWDN_NGDP	AFG																																												
39	GGXWDG	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	618.456	595.36	603.134	629.234	79.485	86.083	98.622	98.658	54.88	97.673	100.599	106.464	103.286	111.969	106.002	106.599	103.408	101.669	109.259	133.73	173.517	2014
40	GGXWDG_NGDP	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	345.977	270.602	244.967	206.356	22.985	20.137	19.057	16.247	7.71	11.68	9.733	9.533	8.844	9.302	8.271	7.617	6.735	6.007	5.829	6.413	7.445	2014
41	NGDP_FY	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	178.756	220.013	246.21	304.926	345.817	427.495	517.509	607.227	711.759	836.222	1,033.59	1,116.83	1,167.91	1,203.67	1,281.66	1,399.43	1,535.31	1,692.57	1,874.47	2,085.38	2,330.54	2014
42	BCA	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.216	0.911	1.321	1.083	0.142	3.145	0.279	1.577	1.031	0.926	1.08	1.724	0.457	0.564	1.337	0.928	0.492	0.425	0.266	0.063	-0.364	2014
43	BCA_NGDPD	AFG	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	27.835	20.174	25.669	17.566	2.047	36.764	2.714	13.069	6.73	5.176	5.321	8.546	2.248	2.864	7.081	4.511	2.266	1.828	1.066	0.235	-1.249	2014
44	NGDP_R	ALB	311.514	329.27	338.819	342.546	349.397	344.156	363.428	360.521	355.474	390.31	351.279	252.921	234.711	257.243	281.424	306.47	334.359	297.833	324.13	365.912	391.33	423.784	443.009	467.501	493.283	520.544	551.27	584.254	628.073	649.141	673.203	690.339	700.123	707.138	720.059	738.705	763.844	792.035	824.514	858.595	894.112	931.097	969.641	2015
45	NGDP_RPCH	ALB	2.684	5.7	2.9	1.1	2	-1.5	5.6	-0.8	-1.4	9.8	-10	-28	-7.2	9.6	9.4	8.9	9.1	-10.924	8.829	12.891	6.946	8.293	4.537	5.529	5.515	5.526	5.903	5.983	7.5	3.354	3.707	2.545	1.417	1.002	1.827	2.59	3.403	3.691	4.101	4.133	4.137	4.137	4.14	2015
46	NGDP	ALB	18.489	19.126	19.698	19.9	19.645	20.065	20.692	20.531	20.238	22.228	20.006	19.519	63.341	149.142	223.571	267.424	334.359	331.324	384.848	443.594	501.199	563.449	610.494	677.738	737.656	804.163	872.735	965.528	1,080.68	1,143.94	1,239.65	1,300.62	1,332.81	1,350.05	1,394.42	1,434.74	1,505.03	1,600.37	1,715.27	1,841.87	1,978.27	2,124.35	2,292.49	2015
47	NGDPD	ALB	1.946	2.229	2.296	2.319	2.29	2.339	2.587	2.566	2.53	2.779	2.221	1.333	0.843	1.461	2.361	2.882	3.2	2.259	2.56	3.209	3.483	3.928	4.348	5.611	7.185	8.052	8.905	10.675	12.901	12.093	11.938	12.896	12.323	12.784	13.238	11.393	12.126	12.294	12.92	13.838	14.87	15.932	17.141	2015
48	NGDP_D	ALB	5.935	5.809	5.814	5.809	5.623	5.83	5.694	5.695	5.693	5.695	5.695	7.717	26.987	57.977	79.443	87.259	100	111.245	118.733	121.229	128.076	132.957	137.806	144.97	149.54	154.485	158.314	165.258	172.062	176.223	184.141	188.404	190.368	190.918	193.654	194.224	197.033	202.058	208.034	214.522	221.255	228.155	236.426	2015
49	NGDPRPC	ALB	112,779.70	116,879.74	117,774.27	116,690.99	116,616.95	112,510.06	116,494.45	113,312.18	109,518.42	117,954.60	106,239.47	77,857.96	72,957.96	80,354.35	89,700.98	97,560.96	105,541.55	94,601.80	103,604.50	117,702.98	126,683.82	138,483.63	145,200.81	153,802.80	162,964.38	172,852.94	184,214.30	196,717.32	213,100.25	221,737.48	231,101.45	237,656.33	241,401.18	244,122.59	248,840.70	255,680.97	264,792.79	274,991.79	286,712.88	299,027.69	311,880.97	325,286.59	339,278.13	2010
50	NGDPPC	ALB	6,693.59	6,789.24	6,846.93	6,779.05	6,556.92	6,559.66	6,632.79	6,452.77	6,235.09	6,717.62	6,050.47	6,008.67	19,688.96	46,587.11	71,261.11	85,130.98	105,541.55	105,239.73	123,012.54	142,690.68	162,251.41	184,123.19	200,095.80	222,968.14	243,696.87	267,031.94	291,636.22	325,091.66	366,664.68	390,753.03	425,552.92	447,753.05	459,550.86	466,073.47	481,888.74	496,592.80	521,730.10	555,641.55	596,459.68	641,479.81	690,053.70	742,157.73	802,143.03	2010
51	NGDPDPC	ALB	704.588	791.287	798.011	790.099	764.21	764.529	829.098	806.596	779.387	839.702	671.661	410.32	262.17	456.289	752.493	917.36	1,009.97	717.381	818.32	1,032.26	1,127.64	1,283.57	1,425.13	1,846.12	2,373.58	2,673.73	2,975.62	3,594.10	4,377.04	4,130.93	4,098.13	4,439.56	4,249.04	4,413.28	4,574.80	3,943.22	4,203.42	4,268.47	4,492.72	4,819.51	5,186.96	5,565.81	5,997.67	2010
52	NGAP_NPGDP	ALB																																												
53	PPPGDP	ALB	5.547	6.41	7.005	7.362	7.776	7.904	8.515	8.662	8.84	10.084	9.411	7.002	6.646	7.457	8.332	9.262	10.29	9.322	10.256	11.755	12.857	14.241	15.116	16.269	17.639	19.212	20.971	22.818	25.01	26.045	27.341	28.616	29.556	30.334	31.441	32.602	34.155	36.198	38.526	40.999	43.556	46.276	49.194	2015
54	PPPPC	ALB	2,008.07	2,275.39	2,435.06	2,507.90	2,595.26	2,583.98	2,729.43	2,722.63	2,723.59	3,047.46	2,846.31	2,155.36	2,065.75	2,329.30	2,655.59	2,948.52	3,247.92	2,961.11	3,278.09	3,781.17	4,162.27	4,653.65	4,954.29	5,352.43	5,827.21	6,379.66	7,007.90	7,682.67	8,485.75	8,896.75	9,385.74	9,851.20	10,190.76	10,472.07	10,865.59	11,284.37	11,840.23	12,567.89	13,396.89	14,278.81	15,192.92	16,166.95	17,213.17	2010
55	PPPSH	ALB	0.042	0.044	0.045	0.044	0.043	0.041	0.042	0.04	0.038	0.04	0.035	0.024	0.02	0.022	0.023	0.024	0.026	0.022	0.023	0.025	0.026	0.027	0.028	0.028	0.028	0.028	0.029	0.029	0.03	0.031	0.031	0.03	0.03	0.029	0.029	0.028	0.028	0.029	0.029	0.029	0.029	0.029	0.029	2011
56	PPPEX	ALB	3.333	2.984	2.812	2.703	2.527	2.539	2.43	2.37	2.289	2.204	2.126	2.788	9.531	20	26.834	28.872	32.495	35.541	37.526	37.737	38.981	39.565	40.388	41.657	41.82	41.857	41.615	42.315	43.209	43.921	45.34	45.452	45.095	44.506	44.35	44.007	44.064	44.211	44.522	44.925	45.419	45.906	46.601	2015
57	NID_NGDP	ALB	4.85	44.377	47.592	50.658	52.943	46.186	44.293	46.325	45.102	44.823	49.84	9.509	7.438	18.881	25.603	25.746	18.064	16.659	19.743	19.735	30.796	34.989	35.264	33.897	34.197	36.87	35.698	34.462	33.372	32.215	31.305	33.462	29.824	27.165	25.96	24.598	26.855	28.702	27.498	26.646	25.836	25.371	24.667	2015
58	NGSD_NGDP	ALB	27.121	39.852	41.023	44.479	46.845	40.83	40.314	42.435	40.026	38.061	41.016	-8.026	9.426	23.388	21.832	21.481	16.07	10.2	16.235	17.803	23.768	28.703	25.056	26.156	28.359	27.784	29.59	23.837	17.669	16.227	20.011	20.254	19.674	16.401	13.039	13.84	14.769	15.021	14.505	14.854	14.992	14.78	15.365	2015
59	PCPI	ALB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.043	4.036	5.478	17.857	33.035	40.49	43.645	49.203	65.522	79.05	79.358	79.389	81.867	86.139	88.158	90.688	92.83	95.031	97.822	101.108	103.384	107.111	110.785	113.043	115.227	117.099	119.32	120.841	123.57	127.152	130.977	134.907	138.954	143.123	2016
60	PCPIPCH	ALB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.18	35.717	225.996	85.005	22.565	7.793	12.734	33.166	20.646	0.39	0.039	3.121	5.218	2.344	2.869	2.363	2.371	2.937	3.36	2.251	3.605	3.43	2.038	1.932	1.625	1.896	1.275	2.258	2.899	3.008	3	3	3	2016
61	PCPIE	ALB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.043	4.043	8.25	27.768	36.36	42.113	44.643	52.413	74.466	80.934	80.102	83.469	86.414	87.867	90.765	92.765	94.655	97.034	100	102.18	105.79	109.549	111.4	114.1	116.215	116.982	119.27	121.866	125.006	128.777	132.641	136.62	140.719	144.94	2016
62	PCPIEPCH	ALB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	--	104.047	236.58	30.941	15.82	6.009	17.405	42.074	8.687	-1.029	4.203	3.528	1.681	3.298	2.204	2.038	2.513	3.057	2.18	3.533	3.553	1.69	2.424	1.853	0.66	1.956	2.176	2.577	3.017	3	3	3	3	2016
63	FLIBOR6	ALB																																												
64	TM_RPCH	ALB	0	0	0	0	0	0	0	0	0	--	0	0	0	0	0	0	--	-9.901	28.907	38.743	-3.432	23.272	11.868	8.409	10.704	8.434	5.051	19.485	10.846	-2.072	-8.013	3.248	-7.679	4.179	7.559	0.574	6.678	4.516	2.93	2.479	2.898	4.392	6.581	2015
65	TMG_RPCH	ALB	0	0	0	0	0	0	0	0	--	--	0	0	0	0	--	--	--	-10.186	31.411	30.279	-14.3	33.181	6.066	7.733	21.067	9.912	6.655	22.069	10.251	-2.31	-8.814	3.198	-5.598	-0.154	-7.11	1.9	3.231	3.787	1.743	0.836	1.537	4.18	5.454	2015
66	TX_RPCH	ALB	0	0	0	0	0	0	0	0	--	--	0	0	--	0	0	0	--	-19.051	24.363	88.951	16.254	23.9	3.878	9.51	20.63	6.026	12.582	17.311	14.878	1.003	10.645	1.716	-2.298	5.587	10.102	1.827	1.01	3.188	4.883	4.043	4	4.297	4.877	2015
67	TXG_RPCH	ALB	0	0	0	0	0	0	0	0	0	--	0	0	0	0	0	--	--	-13.472	33.237	25.413	-7.088	23.048	8.253	25.15	24.013	2.948	5.17	20.911	11.175	-11.287	30.341	8.344	5.966	17.412	-44.615	-8.45	-6.064	4.779	5.559	4.242	4.737	5.908	4.735	2015
68	LUR	ALB	5.028	4.224	2.813	3.335	4.41	5.853	5.43	5.164	6.033	6.721	8.457	8.9	26.5	22.3	18.4	12.9	12.3	14.9	17.7	18.4	16.8	16.44	15.751	15	14.4	14.1	13.8	13.4	13.1	13.8	14	14	13.4	16	17.5	17.1	16.1	15.85	15.6	15.35	15.1	14.85	14.6	2015
69	LE	ALB																																												
70	LP	ALB	2.762	2.817	2.877	2.935	2.996	3.059	3.12	3.182	3.246	3.309	3.306	3.248	3.217	3.201	3.137	3.141	3.168	3.148	3.129	3.109	3.089	3.06	3.051	3.04	3.027	3.011	2.993	2.97	2.947	2.928	2.913	2.905	2.9	2.897	2.894	2.889	2.885	2.88	2.876	2.871	2.867	2.862	2.858	2010
71	GGR	ALB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	60.956	103.238	125.387	130.642	145.639	154.595	167.224	184.355	204.533	226.283	252.291	290.078	298.487	320.653	330.449	330.384	323.709	366.569	377.545	401.082	443.998	460.434	492.277	525.546	561.283	602.068	2015
72	GGR_NGDP	ALB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18.398	26.826	28.266	26.066	25.848	25.323	24.674	24.992	25.434	25.928	26.13	26.842	26.093	25.867	25.407	24.789	23.977	26.288	26.315	26.65	27.744	26.843	26.727	26.566	26.421	26.263	2015
73	GGX	ALB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	100.391	141.437	164.607	169.596	184.163	192.517	201.152	222.439	232.339	254.762	282.987	342.86	373.832	364.29	376.183	376.241	394.117	442.717	435.698	426.384	460.188	496.618	537.234	578.486	623.915	668.544	2015
74	GGX_NGDP	ALB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	30.3	36.751	37.108	33.838	32.685	31.535	29.68	30.155	28.892	29.191	29.309	31.726	32.679	29.387	28.923	28.229	29.193	31.749	30.368	28.331	28.755	28.953	29.168	29.242	29.37	29.162	2015
75	GGXCNL	ALB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-39.434	-38.198	-39.22	-38.954	-38.524	-37.922	-33.928	-38.083	-27.806	-28.479	-30.695	-52.782	-75.345	-43.637	-45.734	-45.857	-70.408	-76.148	-58.153	-25.301	-16.19	-36.185	-44.957	-52.94	-62.632	-66.476	2015
76	GGXCNL_NGDP	ALB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-11.902	-9.926	-8.841	-7.772	-6.837	-6.212	-5.006	-5.163	-3.458	-3.263	-3.179	-4.884	-6.586	-3.52	-3.516	-3.441	-5.215	-5.461	-4.053	-1.681	-1.012	-2.11	-2.441	-2.676	-2.948	-2.9	2015
77	GGSB	ALB																																												
78	GGSB_NPGDP	ALB																																												
79	GGXONLB	ALB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-21.284	-3.32	-5.006	-9.381	-14.904	-13.159	-4.105	-9.66	-1.777	-3.474	-5.166	-21.476	-39.044	-2.033	-4.611	-4.359	-27.073	-36.073	-19.51	10.958	19.934	0.199	-6.302	-11.168	-17.474	-24.21	2015
80	GGXONLB_NGDP	ALB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-6.424	-0.863	-1.129	-1.872	-2.645	-2.155	-0.606	-1.31	-0.221	-0.398	-0.535	-1.987	-3.413	-0.164	-0.355	-0.327	-2.005	-2.587	-1.36	0.728	1.246	0.012	-0.342	-0.565	-0.823	-1.056	2015
81	GGXWDN	ALB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	242.298	277.501	306.376	323.752	341.522	391.308	408.3	423.962	468.05	494.737	517.043	595.883	682.547	715.517	772.735	828.268	950.316	1,004.51	1,057.15	1,076.64	1,098.48	1,111.26	1,113.30	1,120.71	1,134.49	1,148.49	2015
